tweet	polarity
meu deus rodrigo santoro vulgo vinho quanto mais velho melhor que homeeem #conversacombial	1
yuko é a melhor NUMBER temperos e NUMBER reza toda vez é isso	1
tem a sandy hoje ! já quero ela cantando colidiu 😍 😍 😍 😍	1
eu serei uma velha jovem tipo a ana maria braga #MaisVoce	1
hj me fazendo ter um momento de reflexão	1
isso aí vitor mostra pra que veio	1
essa saída foi maravilhosaaa	1
gui santiago cantando sonha comigo foi lindo paralisei na frente da tv terminem o programa com ele #VideoShowAoVivo	1
muito bom o USERNAME de hoje 👏 👏 👏 👏 .	1
USERNAME verdade falou tudo	1
ahhh marcos e belutti cantam tão bem amando o hoje	1
gente pq vcs não gostam da sophia abrahão ela é tão linda tão meiga tão apaixonante tão amorzinha #VideoShowAoVivo	1
caiu um cisco aqui 😢 hoje tah demais #Encontro	1
impossível não amar a USERNAME ❤	1
USERNAME me representando quando vejo filme de terror kkk	1
COISA MAIS AMADA O THOMAS MEU DEUS AAA	1
GENTE O POVO TÁ PISANDO SOBRE CRISE POLÍTICA NO ENCONTRO QUE COISA LINDA <3	1
USERNAME linda q não canso de dizer e linda q não canso de olhar não sei se assisto o programa com USERNAME	1
USERNAME ah já estava com saudades como queria poder lhe dá um abraço 😆 🙈 🙈 💙 com certeza ficarei ligadinha no USERNAME	1
gosto muito da fatima bernades 😍 😍 😍 #VideoShowAoVivo	1
USERNAME mariana xavier é muito parecida com a mãe fabiana carla incrível #VideoShowAoVivo USERNAME	1
jesus amadooo que clipe é esse USERNAME não é de deus só pode que homem é esse ele é perfeito D + gostoso D + 😻 😻	1
minha primeira vez no tweeter e meu comentário já saiu amei / essa tv globo é NUMBER vídeo show é meu amor ota e joca amo vcs	1
morta com a vanêssa da mata kkk	1
que programa mais lindo #encontro a fátima bernardes tem o dom de me fazer chorar	1
mdsss quanta emoção nesse programatá locoo	1
falando sobre sonhos primeira motivação do dia	1
ana quê blusa linda ! 🙌 🏻	1
catra deu uma aula de política agora que homem	1
eu chamo de gatinha ekdjzjs	1
sandy além de ser linda canta muito	1
poesia com rapadura logo no início do . 😍 😍 😍 que lindo USERNAME arrasa sempre	1
USERNAME é a melhor pessoa ! 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂	1
fiquei emocionadíssima com o bourguignon e também sofrendo de desespero mas graças a deus deu tudo certo USERNAME	1
meu mozão vitor B vai ganhar esse programa	1
O teu sorriso ilumina os meus dias #FatimaBernardesNoVideoShow	1
ota a flávia alessandra que me desculpe mas você tá um XUXU #VideoShow	1
rindo com ana maria braga melhor pessoa 😂 🤣 😅 #MaisVocê	1
fátima adoro se ver se fosse eu estava me escondendo	1
foi TDO acordada até agr sabia q valeria a pena amo vcs USERNAME lindas ! USERNAME USERNAME melhor pgm até hj	1
germana e licurgo no #MaisVocê 😂 ❤ ️	1
porra essa cara e fodaaa	1
time azul deu água na boca frango recheado com espinafre delícia ! ! !	1
ainda bem que eu só como a sardinha E amo pq fazer jesus muito difícil ! #MasterChefBR	1
#Jujunatrip no família linda sou fã ! ! ❤ ❤ ❤	1
minha chatinha USERNAME no 😍	1
USERNAME linda no	1
chega terça eu fico sedento pra ver	1
chico e caetano demais ! 👏 👏 👏 👏	1
pela cara da protegida da edição ( AKA nayane ) a #EquipeAzul ganhou #MasterChefBR	1
essa família jorra fofura	1
A voz dessa menininha é incrível	1
que lindo	1
fatima bernardes é MARAVILHOSA não canso de admirar	1
maiara e maraisa são maravilhosas tmb O sertanejo feminino pisa muito né #ConversaComBial	1
É cada abdômen viu	1
meu USERNAME e minha USERNAME estão salvos hoje amem <3	1
vai vitooor	1
genty esse #Maluma é TDB	1
esse augusto cury é sensacionalde verdade #ConversaComBial	1
VONTADE DE SER ANINHA VIUUU ACHO QUE VOU COZINHAR KKK #CHOCOBJS USERNAME	1
joão vicente de castro meu amor supremo 💜	1
padre fábio de melo cantando TREM BALA ALGUÉM ME AJUDA CHORANDO ESTOU !	1
que bolo lindo	1
lais vc está linda menina e o futuro te reserva muita coisa não duvido que recupere boa parte de seus movimentos	1
caraca mano USERNAME vai está no USERNAME vai valer a pena dormir um pouco mais tarde	1
pesquisador da unicef sexy 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 #MestreMandou	1
vai ter maiara e maraísa no AMO	1
VOU DIZER QUE EU SÓ FICO BEM AO SEU LADO	1
eu quero chorar com esse neném lindo	1
o hj me fazendo ter um momento de reflexão	1
cara a USERNAME é muito rainha #MasterChefBR	1
curti muito os dois looks da manu mais eu prefiro o da mariah 😘	1
hoje USERNAME no com USERNAME estou ansiosa por essa entrevista ! 😄 😄 😄 😄	1
boa noite fãs gostaríamos do nosso ídolo #SamAlves no palco do amamos USERNAME USERNAME	1
me emocionei de mais com essa homenagem da USERNAME uma verdadeira guerreira e vencedora ! !	1
A irmã galvao lacrando kkk	1
looks maravilhosos no	1
pqp mano o corpo do léo é lindo demaisss	1
time azul tem que ganhar so os lixao no vermelho	1
#OlavoNoTheNoite dia NUMBER pegar a pipoca colocar no SBT e ver a NUMBER ª melhor pessoa que já apareceu no A primeira foi o bolsonaro	1
eu queria conversar com o rodrigo santoro o cara parece super gente boa papo bom #ConversaComBial	1
aí meu coração vai #timeAzul	1
altas emoções no	1
momento mais fofo do 😍	1
ou miriam ou leo saindo p mim já tá bom	1
dessa semana com altas doses de emoção	1
HAHAHAHAHAHAHHAHAHHHAHAHAHHAHAHAHABAHAHAHA um termo q o noivo lavaria louça pro resto da vida !	1
O tempo não passa pra tania khalill né está a mesma coisa que em senhora do destino que linda	1
estou super me identificando	1
bial melhor pessoa mostrando os meme da internet sobre o temer	1
meu ruivo favorito no USERNAME	1
gente o pessoal eh mt burroa yoko eh uma das melhores - - - - - #MasterChefBR	1
tenho paixão pelo trabalho e encanto pela beleza mas cada entrevista do santoro me deixa mais admirador do homem rodrigo #ConversaComBial	1
orgulho D junto c / o iluminador paquetá termos incentivado no JG a fátima encurtar os cabelos e c / benção do cabeleireiro	1
irmãs galvão tem uma coisa aqui que vai dar muito PEIDO kkkk fatima bernardes	1
eu tb não gosto de abóbora mas uma vez me deram uma sobremesa que tinha abóbora e não sabia e gostei mas no doce disfarça #MaisVocê	1
muito bom ver e ouvir nando reis agradável aos ouvidos ! ! 👂 👍	1
O AMOR é tudo na vida 💜	1
as crianças de meu pedacinho de chao eram talentosas mas sumiram	1
vitor B seu fofo bb	1
KKK VEI CADE O GIF ?	1
É AGORAAA	1
USERNAME eu queeero essas receitas ! bem que podiam disponibilizar pra gente	1
eu adoro o leonardo #MasterChefBR	1
já estou ansiosa para que comece para ver minha linda USERNAME vai ser show 👏 🏼 👏 🏼 👏 🏼 👏 🏼 👏 🏼 😍 😘	1
USERNAME dizendo por favor e obrigado pro seu filhinho trazer o brinquedo q exemplo #AltasHoras ☺ ️	1
fátima bernardes que par de pernas 👌 😍	1
USERNAME esse croquete é uma isca para todos nós USERNAME	1
pára tudo brasil 😮 REGGAE no encontro com fátima bernardes amooo d + bob marley 😍	1
bem que podiam sacar uma novela pra botar esse programa	1
chico buarque de holanda e ' tipo um deus encarnado na terra chego a orvalhar só com o sorriso dele gênio talentoso !	1
USERNAME F apareceu também a sempre linda atriz sura berdichevsck #VideoShowAoViivo	1
roda o snapchat do padre fábio hahaha	1
irmãs galvão no simplesmente sensacional	1
retweeted daniel chagas ( @danielchagas ): depois desse discurso já quero votar na paola #PaolaPresidente	1
elas por elas daria um remake luxo #VideoShowAoVivo	1
hoje é o dia que eu durmo bemmm tarde graças ao master chef #foraMiriam #ForaLéo	1
cartola eu te amo demais #conversacombial	1
me emocionei com essa homenagem dessas criancinhas no 😍	1
A sophia vai dançar carimbo gente aaa amo essa mulher no #SophiaNoVídeoShowAoVivo	1
chorei com a vanessa largando uma p ivete sangalo 😂	1
O otaviano costa imitou o william bonner e mudou rapidamente dizendo que era a fátima bernardes 😂 😂 😂 #VídeoShowAoVivo	1
FATIMA BERNARDES NO MEU VIDEO É UM SHOW NAO TO ACREDITANDO AMEI 😍	1
fátima linda arrasando no meu vídeo e um show USERNAME	1
comendo um delicioso caldo de mocotó com cerveja apenas esperando começar	1
vai que é tua vitor B 🍀 🤞 🏼	1
amei a atitude da #taisaraujo no não gosto não como me representa . 🤹 ‍ ♂ ️ 🤸 ‍ ♂ ️ 💋	1
quero domingo a noite logo fico imaginando a volta da galera depois do creio que vai ser tremendo †	1
adorei a homenagem do aos NUMBER anos de A praça é nossa que linda homenagem adoro seu causaberto ❤ ️	1
começa começa ! 😂	1
USERNAME você está lindo demais com esse look amei o casaco que homão #VideoShowAoVivo	1
meu deus que fofura o serginho groisman e a família	1
eu particularmente não gosto de peixes e frutos do mar mas fico emocionalmente envolvido e grato pelos pratos apresentados #masterchefbr	1
eu tô amando essa vibe do hoje hahahaha	1
taís araújo linda e bela no mais você entrevista incrível gente ela é fofa demaaais USERNAME USERNAME 😍 😍 #taisaraujo	1
minha linda flor meu jasmim será meus melhores beijos serão seus 🎵 esperando a vanessa da mata cantar minha música preferida	1
USERNAME espero de todo coração que ele fique #MasterChefBr 🍛 🍴	1
fazia um belo de um patê 😋	1
É hj q a mirian sai em tenho fé ! !	1
hoje foi punk NUMBER provas com ingredientes raros #teamFabrizio #aBahiaFica #masterchef	1
gente melhor saída melhor pessoa USERNAME saiu tombando ! #MasterChefBR	1
assistindo o último episódio de e me arrepiei quando o fogaca fala de rondônia ❤ ️ sempre defendi a culinária regional	1
time do carlo e da pri ganharam TIMÃO LINDO 👏 🏼 👏 🏼 👏 🏼 👏 🏼	1
chegou a horaaa ! #MasterChefBR	1
lindos os filhos desse casal 😉	1
gente se você está em uma festa e toca as músicas do É o tchan todo mundo dança freneticamente e nem precisa estar alcoolizado	1
É o tchan e vanessa da mata no querooo	1
twitter vai bombar é na terça dia de ❤	1
USERNAME maravilhosa essa mulher ela é um exemplo os men ate que tentam mas com paola e ana paula é so das mulheres	1
O USERNAME pôs até os figurantes da praça 😄 😄 😄 😄 😄	1
paola olivera pisa de mais na beleza meu deus	1
eu amo a deborah só que longe do victor vieira	1
ola minha gente de aroeiras pb e aos aroeirensses	1
EU TO AMANDO 😍 😍 😍 😍	1
acho esse ator mirim fofo #SophiaNoVídeoShowAoVivo	1
A letra pode até não ser boameio depressiva mas a voz dessa mulher é um calmante pra alma 👏 🏼 👏 🏼 👏 🏼 👏 🏼 👏 🏼 #TiêNoEncontro	1
linda a homenagem do mas queria lembrar aos artistas que os vídeos com msg pro nelson deveriam ter sido feitos com ele vivo	1
eu estou ansiosa com o impeachment do nosso futuro ex-presidente #ForaTemer	1
babo demais nos vestidos da cissa guimarães usaria todos #EDeCasa	1
E depois yuko diz q ela va utilizar penis que mulher	1
sophia gata lindona do coração de vó ♡ toda trabalhada nas estrelinhas #VideoShowAoVivo	1
charlie merece muito reconhecimento por outros trabalhos q ele fez não só por este	1
vi a tag pasmanterepivanomaisvoce e corri pra ligar na USERNAME né vivi pasmanter é rainha USERNAME QUERO MAIS USERNAME	1
morrendo de amor pelo filho do serginho coisa mais fofa #AltasHoras	1
há anos eu falo que eu queria muito ser amiga da débora lamm ❤ ️ e queria mesmo	1
sandy como que vc faz pra ter um rosto de NUMBER anos todo dia ?	1
USERNAME sempre maravilhosa 👑	1
nada contra A isis valverde mas A bruna linzmeyer É mais bonita ela tem uma beleza natural	1
dia de é ótimo mas vou dormir muito tarde E AGORA TÔ CAMBALEANDO DE SONO	1
uma novela que poderia reprisar no vale a pena ver de novo terra nostra ana paula arósio maravilhosa tá fazendo falta #VideoShowAoVivo	1
o cara é fera	1
um capitão obeso pra fazer um cardápio atleta pausa pra rir gente	1
joca lindo como sempre ❤ mostra o look hahahahaha	1
fátima lindaaa manda um oi pra mim 😍	1
treinando pra um dia ser USERNAME	1
A tie literalmente me representado todos os dias quando me arrumo pra sair não estou descabelada apenas tenho estilo	1
apenas morrendo de amores por esse novo álbum do USERNAME e ansiosa pelo próximo show #Encontro	1
boa tarde 🌸 fátima bernardes linda USERNAME	1
USERNAME foi lindo o de hoje falando da eterna hebe ana maria mostrou imagens quando foi no SBT em NUMBER mas confundiu com NUMBER 😂	1
gosto muito das palestras do augusto cury	1
um dos benefícios de ter um recém nascido em casa é que ele boa mantém acordado pra assistir com USERNAME	1
A moça rindo 😱 😱 😱 😂 😂 😂 😂	1
essa temporada do tá demais ! tudo acontece !	1
ainda dizem que o USERNAME não é o MAIOR DO NORDESTE #Encontro	1
fátima arrasa sempre !	1
equipe azul só tem fera e agora #MasterChefBR	1
A VOZ DA LUCEROOO É A COISA MAIS LINDA QUE VOCÊS IRÃO OUVIR HOJE	1
USERNAME O máximo	1
que lindooo história de nossa senhora de fátima no ❤ ❤ ❤ ❤	1
começou o melhor da madrugada	1
rodrigo MEU AMOR santoro 😍 😍 😍 😍 ❤ ️ ❤ ️ ❤ ️ ❤ ️ MARAVILHOSO no lindo educado inteligente talentoso e humilde 👏 🏻 👏 🏻 👏 🏻 👏 🏻	1
vai começarrr	1
maiara e maraisa gente como a gente hahaha	1
hoje é dia de ! ! USERNAME USERNAME USERNAME vamo que vamo meninas	1
sigam o casal campeão do power couple da record USERNAME casal poderoso	1
porra com a deborah colocando a miriam pra liderar o time adversário no próximo ep kkk deborah icone	1
É o tchan no geeente já tô afastando o sofá aqui pra dançar muuuito	1
espetacular o USERNAME de vovó mafalda #TheNoite	1
juro que queria dormir cedo mas hoje tem	1
viviane pasmanter rainha #MaisVoce	1
USERNAME muito bom ! #MaisVocê	1
vídeo show dia das mães tá ótimo 😍 recife ligadinho #VideoShowAoVivo	1
AUGUSTO DONO DO MEU SER CURY hoje no ❤ ️ ❤ ️ ❤ ️ ❤ ️	1
só falta a mirian sair pra completar o melhor episódio rsrsrsrs	1
O danilo é profissional de verdade faz todas as perguntas necessárias independente de sua opinião pessoal sempre	1
sardinhada kkk te amo yuko	1
pense numa baita atriz viu	1
eu adoro músicas orienta / oriente médio de uma forma que lindo isso tudo <3	1
vanessa da mata é maravilhosa né	1
USERNAME MANO Q ORGULHO DE TI ✌ 🏻	1
meu sport é gigante tem que respeitar	1
linda sou fã ❤ ️ USERNAME	1
linda linda linda ana luiza	1
galera a pepeca vai chorar no USERNAME só animadooo kkk	1
USERNAME lindo as cenas com sua mãe no programa #altashoras	1
thomas é um fofo e dando brilho ao programa	1
um grande poeta	1
pensava não ser mais possível um excelente programa na TV aberta parabéns à produção / direção / chefs e participantes !	1
como não amar os looks da sophia #VideoShowAoVivo	1
fabrizio vitor B e ana lu não vão sair amém 🙏 🏻 🍀	1
onde aperta pra pular para o ? #MaiaraeMaraisaNoBial #QueroJa #ComeçaLogo ! !	1
victor cozinhou hoje melhor que todas as outras vezes nessa temporada	1
fé no pai que o vitor B não sai	1
O melhor foi o rola que o murilo couto levou de patins kkk USERNAME USERNAME USERNAME	1
esse menino disse tudo o que eu imagino da juliana paes pra mim ela é sinônimo de alegria 😍	1
